claim_no,policy_no,claim_date,months_as_customer,injury,property,vehicle,total,collision_type,number_of_vehicles_involved,age,insured_relationship,license_issue_date,date,hour,type,severity,number_of_witnesses,suspicious_activity
55198627-47e7-4184-9e70-076922886a41,102066417,2019-03-19,132,720,1440,5040,7200,null,1,46.0,unmarried,27-05-2007,2019-03-13,19,Single Vehicle Collision,Major Damage,2,false
aa9a0567-a5c0-4b71-9714-e45e7c6bb159,102115263,2019-02-12,195,5790,5790,40530,52110,null,1,27.0,other-relative,22-05-2018,2019-02-04,8,Single Vehicle Collision,Total Loss,1,false
1505e2c8-7314-4a76-9268-2c96f7e388b7,102145911,2020-06-19,232,250,250,1750,2250,Rear Collision,4,24.0,not-in-family,05-10-2018,2020-06-04,13,Multi-vehicle Collision,Total Loss,0,true
1655c72a-8809-4dd6-89c7-8969177cedc2,102077497,2017-03-27,4,4680,9360,32760,46800,Rear Collision,1,35.0,own-child,28-09-2016,2017-03-22,8,Single Vehicle Collision,Total Loss,1,false
c3203c8f-d45d-4bfa-8923-8f3dae156019,102063394,2016-10-21,157,4650,4650,32550,41850,Rear Collision,4,56.0,own-child,09-12-2002,2016-10-19,13,Multi-vehicle Collision,Total Loss,2,true
a5425788-3085-4192-b1db-bd45cbd157b7,102069772,2017-01-01,227,11560,11560,46240,69360,Front Collision,4,28.0,not-in-family,24-12-2017,2016-12-30,18,Multi-vehicle Collision,Minor Damage,3,false
731e4c79-3bb3-4248-bd28-f8fff7749cda,102078209,2017-04-07,285,0,14020,63090,77110,Rear Collision,1,28.0,wife,27-02-2014,2017-04-06,4,Single Vehicle Collision,Minor Damage,0,false
9d70e24a-d1c2-41ad-991c-b58bd2163453,102132820,2019-09-28,216,5660,5660,50940,62260,Front Collision,4,22.0,own-child,17-10-2015,2019-09-25,18,Multi-vehicle Collision,Major Damage,3,false
b28477cc-5d63-4cf7-b579-bcfb3b43f061,102149933,2020-09-29,150,9260,9260,41670,60190,Side Collision,4,42.0,not-in-family,15-09-2011,2020-09-24,8,Multi-vehicle Collision,Major Damage,3,false
3e609cdc-cb25-43a5-97a4-85abb90e19c0,102083035,2017-06-07,91,1040,520,4160,5720,null,1,31.0,wife,04-04-2006,2017-05-29,18,Single Vehicle Collision,Minor Damage,3,false
52bf38da-062b-4bb6-ae59-584cafa8ac01,102087299,2017-07-29,231,5970,5970,35820,47760,null,4,36.0,wife,10-07-2016,2017-07-16,10,Multi-vehicle Collision,Trivial Damage,2,true
af5db4aa-711e-483d-abd8-9b4a21f44388,102129308,2019-04-11,37,7080,14160,56640,77880,Front Collision,1,35.0,husband,16-10-2011,2019-04-10,12,Single Vehicle Collision,Total Loss,3,true
44ce720d-6f00-4543-a1b5-3ec23c8bc8d7,102147516,2020-07-29,106,14000,0,42000,56000,Front Collision,4,28.0,husband,23-10-2012,2020-07-27,4,Multi-vehicle Collision,Major Damage,0,true
a1acb7af-b1a1-4f97-a888-a68c239ed898,102120950,2019-03-25,84,14440,7220,50540,72200,Side Collision,1,47.0,wife,05-09-2016,2019-03-12,14,Single Vehicle Collision,Minor Damage,2,false
574911b6-30e5-4b2f-8469-d61e6536e894,102085712,2017-07-07,214,11040,5520,38640,55200,Front Collision,1,31.0,own-child,31-03-2011,2017-07-05,1,Single Vehicle Collision,Minor Damage,1,false
e9ce1c88-524a-4e36-b0c5-a8e2b5c92a94,102050664,2016-03-28,253,8500,8500,34000,51000,Front Collision,1,32.0,not-in-family,23-03-2016,2016-03-24,16,Single Vehicle Collision,Major Damage,1,true
23f8d1f9-c220-4401-be8d-707ec526080b,102122036,2019-03-25,145,1380,690,5520,7590,Side Collision,4,30.0,other-relative,04-09-2016,2019-03-18,19,Multi-vehicle Collision,Trivial Damage,3,false
bc2cc739-90e5-4005-8375-3a1d2af66bfe,102096045,2017-11-29,188,3720,3720,26040,33480,null,4,48.0,husband,10-09-1995,2017-11-27,10,Multi-vehicle Collision,Major Damage,2,false
739d02a7-c727-4f44-ab5d-56bcbb3ada0f,102134717,2019-09-07,154,5590,11180,44720,61490,Rear Collision,1,31.0,own-child,05-11-2014,2019-08-23,19,Vehicle Theft,Total Loss,0,false
579eff82-2a81-4b2b-af61-2e3245e55ba0,102153247,2021-01-01,206,6000,6000,42000,54000,Side Collision,4,55.0,own-child,21-11-1982,2020-12-24,5,Multi-vehicle Collision,Major Damage,3,true
f769aca5-70e8-4d89-ab78-d7bab9ffff65,102078674,2017-04-12,328,7000,7000,28000,42000,null,1,24.0,other-relative,29-02-2016,2017-04-04,6,Single Vehicle Collision,Total Loss,2,false
2b5070f2-721b-45df-ae35-c5fc2f08b0b0,102123516,2019-03-28,294,3300,9900,23100,36300,Rear Collision,4,45.0,wife,22-01-2019,2019-03-16,4,Multi-vehicle Collision,Minor Damage,3,true
40fa0ae0-bdd6-40bd-aaa2-b08f0e44d40f,102088559,2017-08-19,143,12400,12400,43400,68200,Rear Collision,1,38.0,other-relative,25-08-2022,2017-08-18,23,Single Vehicle Collision,Major Damage,2,false
a97e48db-b2cc-4fd8-bba4-a09a076941c8,102134036,2019-08-23,282,4040,4040,24240,32320,Side Collision,1,22.0,husband,16-05-2016,2019-08-22,5,Single Vehicle Collision,Minor Damage,3,false
146cbf1b-09ef-4988-821e-99aa2278492c,102128811,2019-03-31,286,6340,3170,22190,31700,Side Collision,1,34.0,unmarried,28-02-2016,2019-03-18,19,Vehicle Theft,Major Damage,3,true
627a5ddf-ed29-4e46-9648-39c47a1945ff,102135954,2019-10-10,148,770,1540,5390,7700,Side Collision,1,51.0,unmarried,30-09-2002,2019-04-25,18,Single Vehicle Collision,Minor Damage,3,false
0fef3cb8-239b-4887-8647-c88fdb019f5d,102129772,2019-06-05,213,1180,1180,4720,7080,Rear Collision,1,44.0,other-relative,16-01-2019,2019-08-29,16,Vehicle Theft,Major Damage,3,false
cabf867c-5b75-4a4b-be3a-11a8de6e2ab8,102086762,2017-07-23,266,5940,11880,41580,59400,Side Collision,1,59.0,not-in-family,04-07-1992,2017-10-12,11,Single Vehicle Collision,Major Damage,0,false
8aebc640-df63-4ea7-a5fd-81d3c3cb7347,102087102,2019-01-04,203,7350,14700,58800,80850,Rear Collision,1,24.0,own-child,07-12-2016,2019-03-29,0,Parked Car,Minor Damage,0,false
4d7dbd96-1173-443a-8c66-a957623797fa,102128941,2019-03-31,101,4440,8880,39960,53280,null,4,34.0,not-in-family,06-10-2012,2019-06-20,20,Multi-vehicle Collision,Minor Damage,0,false
a70d7432-f407-40bd-834b-fe3886173608,102104044,2018-04-27,77,9340,4670,37360,51370,Side Collision,4,60.0,other-relative,13-08-2009,2017-12-31,6,Multi-vehicle Collision,Minor Damage,1,false
505183da-6edb-4e0c-9a9a-4c5bbdffce71,102108575,2018-08-13,247,13300,6650,59850,79800,Front Collision,4,31.0,husband,02-02-2010,2018-10-25,7,Multi-vehicle Collision,Major Damage,0,false
21504c95-937e-43d0-b4d6-8f132e0f7c71,102064294,2016-10-31,45,5190,10380,36330,51900,Side Collision,1,30.0,not-in-family,04-08-2016,2017-01-21,0,Parked Car,Minor Damage,3,true
61a11ca6-5640-4de8-b64b-eaca83bb8d1f,102123550,2019-07-04,144,0,550,3850,4400,Front Collision,1,35.0,wife,01-06-2015,2019-04-04,8,Single Vehicle Collision,Minor Damage,1,false
557d41f7-f9dc-483e-9bfb-99cc2ce423b7,102091374,2017-09-24,412,6280,6280,50240,62800,Front Collision,1,31.0,wife,26-08-2016,2017-05-21,3,Single Vehicle Collision,Major Damage,3,true
691693f1-ee3d-4450-8835-54b8fb9b9c1e,102086640,2017-07-22,435,5380,5380,43040,53800,Front Collision,1,40.0,wife,08-07-2007,2017-03-04,0,Vehicle Theft,Major Damage,3,true
e7bc592b-834d-4642-a63a-969e7be9a693,102099220/1,2018-01-13,144,3720,3720,26040,33480,Rear Collision,1,40.0,own-child,03-08-2005,2017-09-03,13,Parked Car,Minor Damage,0,false
64717654-9e25-48ad-81c3-59d1efeae81a,102092070,2017-10-05,17,6780,13560,61020,81360,Rear Collision,4,28.0,other-relative,15-03-2010,2017-04-11,20,Multi-vehicle Collision,Major Damage,2,false
1cc8d66a-bc16-423c-aae6-51b60781ee37,102125679,2019-10-04,338,11380,5690,34140,51210,Side Collision,1,46.0,own-child,11-09-2006,2019-03-16,0,Single Vehicle Collision,Minor Damage,1,false
5070d6d1-687d-458a-953c-39ea81813200,102091068,2017-09-16,138,250,250,1750,2250,Rear Collision,4,51.0,not-in-family,30-09-2002,2016-09-25,12,Multi-vehicle Collision,Major Damage,0,true
a5ffba97-7604-440c-a04f-fef15345232a,102098703,2018-01-05,137,11460,5730,51570,68760,Rear Collision,1,29.0,own-child,04-05-2009,2017-07-11,1,Vehicle Theft,Minor Damage,3,false
82541737-2af2-4203-aa34-70fcb46e6e2a,102090893,2017-09-14,199,2200,4400,17600,24200,Front Collision,1,34.0,unmarried,25-09-2017,2017-09-11,18,Single Vehicle Collision,Minor Damage,2,false
b666b8df-4162-4816-abb4-758873bb46df,102119468,2019-04-14,350,6550,6550,39300,52400,Front Collision,1,28.0,husband,12-04-2016,2019-04-06,9,Parked Car,Total Loss,1,false
f5d847ef-4c3c-4282-abdb-83d23d9fb2e4,102127986,2019-04-14,160,13660,13660,54640,81960,Side Collision,4,36.0,own-child,30-09-2015,2019-04-01,10,Multi-vehicle Collision,Total Loss,0,true
fa007b15-a75d-4889-9e85-6c136ab0761a,102139734,2020-01-19,40,5630,11260,39410,56300,Rear Collision,1,42.0,not-in-family,21-07-1993,2020-01-08,20,Single Vehicle Collision,Major Damage,2,true
4802c950-e23f-4295-ad2c-b428e7dbc497,102099777,2018-01-26,153,15660,15660,54810,86130,Rear Collision,1,38.0,other-relative,20-04-2003,2018-01-25,21,Parked Car,Major Damage,0,false
ca964856-c7c1-4cd3-8f4f-83b6185d0ac9,102138037,2019-12-04,63,5850,11700,46800,64350,Front Collision,1,28.0,husband,26-09-2016,2019-11-28,19,Single Vehicle Collision,Minor Damage,1,false
053f8f1a-ec5c-4c51-b0b6-e75e6b4b4854,102090736,2017-09-13,272,5540,11080,38780,55400,Rear Collision,1,46.0,own-child,11-02-2010,2017-09-08,13,Vehicle Theft,Minor Damage,3,true
206dae4c-8d5c-43d8-b88e-8077ddd60a0b,102070863,2017-01-15,5,11040,5520,38640,55200,Rear Collision,1,46.0,own-child,18-03-2015,2017-01-05,14,Single Vehicle Collision,Trivial Damage,2,false
b19c374e-7af1-427b-8380-439cb9cd7dfc,102088384,2017-09-11,61,8900,8900,62300,80100,Side Collision,1,44.0,not-in-family,26-05-2014,2017-09-03,23,Single Vehicle Collision,Total Loss,3,true
efbe9d57-23e4-46b2-8490-e6a6939f4686,102072622,2017-02-04,67,14040,14040,63180,91260,Side Collision,4,36.0,other-relative,22-02-2009,2017-01-29,23,Multi-vehicle Collision,Major Damage,0,false
346b0f11-fa4d-4885-a8e3-4dd397e0b1d0,102090358,2017-09-08,16,6610,6610,46270,59490,Rear Collision,4,34.0,husband,25-04-2005,2017-09-06,18,Multi-vehicle Collision,Major Damage,1,false
dd025cab-6538-4a92-9f18-2434c31f7bb3,101509556,2016-03-11,385,13380,13380,53520,80280,null,4,54.0,other-relative,30-12-2001,2016-02-22,13,Multi-vehicle Collision,Total Loss,0,false
b5ba7018-2ca1-493f-ba34-758b92b1b58d,102119201,2019-04-18,398,12580,6290,44030,62900,Rear Collision,1,21.0,husband,13-11-2017,2019-04-16,23,Single Vehicle Collision,Major Damage,0,true
a617bd34-b2b8-496f-8909-3695f0df2bf8,102056248,2016-07-12,425,14180,7090,49630,70900,Front Collision,4,38.0,wife,09-08-2003,2016-07-03,19,Multi-vehicle Collision,Total Loss,1,false
7ce164ee-aced-4147-b6d9-c7076a4facb1,102149550,2020-09-19,405,6550,6550,39300,52400,Front Collision,1,32.0,not-in-family,04-08-2010,2020-09-14,7,Single Vehicle Collision,Trivial Damage,3,true
b2523999-824b-4a91-9cd2-56ffce8aa7c5,102108169,2018-08-04,271,11220,11220,44880,67320,Rear Collision,1,34.0,husband,29-01-2014,2018-07-23,12,Vehicle Theft,Minor Damage,3,false
2cbd58e9-120b-425c-91b4-efed1a01869e,102064012,2016-10-28,210,13660,13660,54640,81960,Rear Collision,1,29.0,husband,16-02-2017,2016-10-20,10,Single Vehicle Collision,Major Damage,3,false
fe87ada7-48f3-4f20-ac4d-1fb5bc395ae4,102058425,2016-08-16,158,7770,15540,54390,77700,Rear Collision,4,25.0,unmarried,01-06-2018,2016-08-09,23,Multi-vehicle Collision,Major Damage,1,false
6a1a5301-a5fa-41e5-a387-7c859f66ce78,102137272,2019-11-14,26,3340,6680,26720,36740,Side Collision,1,35.0,unmarried,19-07-2010,2019-11-11,4,Single Vehicle Collision,Minor Damage,0,false
503d38d3-c31f-45cc-9437-41ee8573a79a,102076264,2017-03-13,447,7540,15080,52780,75400,Rear Collision,4,49.0,not-in-family,25-04-2013,2017-03-09,9,Multi-vehicle Collision,Major Damage,2,false
13f0709b-501c-4ecd-82ea-3ae4227110ad,102091431,2017-09-17,241,6340,6340,57060,69740,Front Collision,4,51.0,wife,07-12-1996,2017-09-12,11,Multi-vehicle Collision,Total Loss,3,true
8ddeed07-4ae1-4e67-9e22-e007b4f55c10,102141835,2020-03-06,222,9720,9720,34020,53460,Front Collision,1,59.0,not-in-family,18-07-1982,2020-03-01,17,Single Vehicle Collision,Major Damage,2,false
c0c07f26-76fc-43ce-86bb-7dc8cf339aef,102119084,2019-04-23,96,5550,11100,38850,55500,Rear Collision,1,38.0,other-relative,24-12-2008,2019-04-17,21,Single Vehicle Collision,Minor Damage,1,false
b423a3a9-fbfa-40f1-b646-d4271a740a0e,102099192,2018-01-12,160,530,1060,5300,6890,null,4,46.0,husband,15-01-1994,2017-11-22,10,Multi-vehicle Collision,Major Damage,1,false
4e888a62-3622-459e-ade7-1f72503b7b73,102112604,2018-12-07,78,11220,11220,44880,67320,Side Collision,1,29.0,not-in-family,30-08-2016,2018-12-05,7,Single Vehicle Collision,Total Loss,0,true
bf5ea861-6d7c-4396-8ac6-1b6f789f1e75,102049297,2019-04-24,50,5550,5550,33300,44400,Side Collision,1,46.0,wife,04-03-2009,2019-03-15,12,Single Vehicle Collision,Minor Damage,0,false
054d13b2-41d0-4162-ba1c-f503da045a30,102090254,2019-04-24,297,1100,1100,3850,6050,null,1,39.0,wife,06-05-2013,2019-04-22,3,Single Vehicle Collision,Total Loss,0,true
53df8e3a-5bb3-4b3b-81c7-e7d3f67bf6aa,102121525,2019-04-24,129,5710,5710,45680,57100,Side Collision,1,36.0,wife,07-11-2017,2019-04-17,15,Single Vehicle Collision,Total Loss,0,false
b117f2dd-e970-414b-8970-93899369319f,102092819,2019-04-25,463,14430,9620,33670,57720,Front Collision,4,39.0,other-relative,24-07-2012,2019-04-17,4,Multi-vehicle Collision,Total Loss,0,false
a5e40edd-3844-413a-bdb7-28129e188e74,102092743,2017-10-16,303,4050,4050,32400,40500,Rear Collision,1,47.0,unmarried,08-12-1998,2017-10-08,21,Single Vehicle Collision,Trivial Damage,1,false
f44d819d-876f-4c36-89d7-4622434344f4,102102137,2018-03-12,176,7420,7420,51940,66780,Rear Collision,1,41.0,own-child,31-01-2019,2018-03-07,15,Single Vehicle Collision,Minor Damage,1,false
fbbabf57-9f98-45e2-9705-5cf503b613f4,102054890,2016-06-22,223,13100,13100,58950,85150,Front Collision,1,31.0,not-in-family,02-05-2011,2016-05-29,18,Single Vehicle Collision,Major Damage,0,false
bfd41048-50e4-4669-9983-be4dfbaa0b04,102130615,2019-05-29,37,7120,7120,49840,64080,Front Collision,4,29.0,other-relative,23-01-2012,2019-05-23,19,Multi-vehicle Collision,Trivial Damage,3,false
cf54f574-d623-4cc1-9aa1-2d2389c90ea2,102126937,2019-04-28,3,3520,3520,24640,31680,Rear Collision,1,26.0,not-in-family,11-10-2018,2019-04-24,20,Parked Car,Total Loss,1,false
8c880a19-3426-48c4-91be-5a27c75d27f0,102076754,2017-03-19,166,14120,14120,56480,84720,Rear Collision,4,28.0,own-child,23-04-2009,2017-03-12,0,Multi-vehicle Collision,Major Damage,2,false
8f3ca5c7-c35f-409e-88a0-b005aa217c6a,102056603,2016-07-26,282,7710,15420,53970,77100,Rear Collision,1,27.0,not-in-family,11-12-2017,2016-07-23,2,Single Vehicle Collision,Total Loss,3,false
f8b0f7fa-abc7-492b-b12d-879765cd7fde,102062091,2019-04-28,298,6780,6780,40680,54240,Front Collision,4,48.0,husband,21-12-2003,2019-04-15,10,Multi-vehicle Collision,Total Loss,3,true
ce48a261-005e-4312-a2d4-20c21b46d00a,102066032,2016-11-21,194,6840,13680,68400,88920,Side Collision,4,119.0,husband,01-06-2002,2016-11-08,15,Multi-vehicle Collision,Total Loss,0,false
0d67469e-127e-4704-a747-f3f8ed1aead7,102141775,2020-03-05,247,5300,10600,47700,63600,Side Collision,4,22.0,own-child,28-08-2018,2020-02-29,4,Multi-vehicle Collision,Trivial Damage,0,false
0f40f38c-ebb4-407b-849d-24dea81c83b9,102150945,2020-12-04,121,500,1000,3500,5000,Front Collision,4,34.0,unmarried,22-10-2002,2020-10-03,21,Multi-vehicle Collision,Total Loss,2,false
50213e14-0075-485d-9036-d2cf62af7b21,102085185,2017-07-01,185,5000,5000,35000,45000,Rear Collision,1,36.0,not-in-family,19-04-2007,2017-06-19,6,Single Vehicle Collision,Total Loss,3,true
1bfe18ed-9dae-49dc-af0c-ba731c977d5b,102124210,2019-04-30,1,4770,9540,42930,57240,Side Collision,1,40.0,husband,08-07-2007,2019-04-18,2,Vehicle Theft,Minor Damage,3,false
c901f548-50a5-4f06-bc21-fecab8621d74,102124047,2019-04-30,180,1890,1260,5040,8190,null,4,32.0,own-child,04-05-2017,2019-04-27,17,Multi-vehicle Collision,Trivial Damage,0,false
4276a99f-539b-4002-aa9d-c860389a61dd,102123220,2019-01-05,405,6020,6020,48160,60200,Front Collision,1,28.0,husband,19-03-2017,2019-04-28,17,Vehicle Theft,Total Loss,0,false
90b6d541-045e-4aea-894d-185478a58784,102135974,2019-10-10,195,6500,3250,26000,35750,Front Collision,1,29.0,not-in-family,06-08-2009,2019-12-23,16,Single Vehicle Collision,Total Loss,3,false
45430ff7-ba1f-447e-8929-c19f427a2fe0,102137578,2019-11-22,116,12820,12820,44870,70510,Side Collision,1,31.0,unmarried,16-12-2017,2020-03-07,4,Single Vehicle Collision,Total Loss,1,false
16856416-9fd7-4887-8417-ad918666071f,102138567,2019-12-20,194,12820,6410,57690,76920,Rear Collision,4,22.0,other-relative,08-08-2016,2020-03-31,0,Multi-vehicle Collision,Total Loss,3,true
34b27999-c258-4ee0-9815-db5a34bd65d7,102147553,2020-07-30,276,590,590,4720,5900,Side Collision,4,37.0,husband,17-05-2007,2020-10-15,22,Multi-vehicle Collision,Trivial Damage,1,true
5a0a8d1d-95e9-4e9b-b810-cfcba5a6a21f,102074364,2019-02-05,245,10540,10540,42160,63240,Front Collision,1,38.0,husband,28-05-2012,2019-04-30,1,Single Vehicle Collision,Major Damage,3,false
068d779d-6d5d-4e7c-9269-80081427f5b3,102090040,2017-07-31,225,11700,11700,52650,76050,Front Collision,1,29.0,husband,18-12-2016,2017-07-30,5,Vehicle Theft,Major Damage,3,true
e8b1e614-e885-48ed-a361-ce908be11a69,102133077,2019-07-31,41,760,380,3420,4560,Side Collision,4,44.0,wife,18-06-2013,2019-07-18,11,Multi-vehicle Collision,Major Damage,2,false
b81b26f1-a581-486a-8b78-58a3446caf5a,102144991,2020-05-28,56,980,980,3430,5390,Front Collision,4,40.0,unmarried,15-04-2015,2020-05-02,0,Multi-vehicle Collision,Total Loss,0,false
f41603a2-8315-489c-83f0-9b4799d0dc6f,102119730,2019-05-05,220,6840,6840,47880,61560,Rear Collision,4,44.0,wife,14-12-2002,2019-04-13,20,Multi-vehicle Collision,Major Damage,0,false
a53329de-36d2-4c4c-bf6c-423f11649b54,102086754,2017-07-23,259,19020,19020,66570,104610,Side Collision,1,31.0,unmarried,29-04-2018,2017-05-27,12,Parked Car,Major Damage,2,false
55381346-869e-4c9e-9cda-f8ec4af6ef6a,102090949,2017-09-06,446,4710,9420,42390,56520,Rear Collision,4,35.0,own-child,04-01-2019,2017-08-06,22,Multi-vehicle Collision,Total Loss,2,true
8c1e74ce-1a96-41e9-8b95-724269eb0672,102058096,2016-08-08,143,1080,540,4320,5940,Front Collision,1,53.0,unmarried,18-11-2014,2016-06-26,0,Single Vehicle Collision,Major Damage,2,false
2c797d85-2e22-47b0-84d2-13b54a279720,102079888,2017-06-01,242,13040,13040,52160,78240,null,4,35.0,own-child,18-06-2013,2017-05-01,13,Multi-vehicle Collision,Major Damage,0,false
732da797-3e7b-4901-8215-5441f6d8f9dc,102144052,2020-05-02,256,13440,6720,53760,73920,null,1,52.0,other-relative,19-04-1998,2019-10-26,5,Single Vehicle Collision,Minor Damage,2,false
e4bae7c0-9b5f-4483-b053-4553fa9fd7dd,102110233,2018-10-05,456,13840,6920,48440,69200,null,1,34.0,not-in-family,10-01-2017,2018-07-30,3,Vehicle Theft,Minor Damage,1,false
5b8862b1-0629-4bfe-a63d-5fb859647c97,102095959,2017-11-29,275,9420,4710,37680,51810,Side Collision,1,56.0,own-child,04-10-1998,2017-08-26,0,Single Vehicle Collision,Minor Damage,0,true
251237a0-7afc-49b4-994d-325f46cf3f42,102056756,2016-07-19,214,11560,11560,46240,69360,Front Collision,4,32.0,husband,28-02-2011,2016-03-17,4,Multi-vehicle Collision,Major Damage,1,false
ecf1f30c-87bc-4512-8dd9-9170cc2c7c8d,102110258,2018-10-06,1,1440,720,5040,7200,Rear Collision,4,25.0,own-child,15-08-2018,2018-03-08,8,Multi-vehicle Collision,Major Damage,0,false
48954b76-99bc-4e61-a979-4855dcb37ac6,102050410,2016-03-18,287,6400,19200,44800,70400,Side Collision,1,38.0,own-child,23-08-2009,2015-08-19,13,Single Vehicle Collision,Trivial Damage,1,true
38db419e-ffad-4a83-9252-5abb283da5f6,102123406,2019-10-22,156,14940,7470,59760,82170,Side Collision,1,43.0,wife,24-08-2016,2018-11-18,7,Parked Car,Minor Damage,1,false
2a7a9fe9-455e-4af9-8431-6f3cee4f404b,102122372,2019-09-14,96,6730,6730,47110,60570,Front Collision,1,29.0,wife,17-08-2008,2019-02-07,5,Parked Car,Minor Damage,3,false
a0e38a3a-9df0-4769-9326-0b81cce6e622,102096397,2017-12-02,2,5350,5350,42800,53500,Rear Collision,1,48.0,unmarried,19-08-2000,2017-04-25,18,Parked Car,Major Damage,2,false
82bf0131-b21c-44d4-a4a6-7c276cf80d77,102085630,2017-07-06,154,960,960,4320,6240,null,1,27.0,own-child,29-03-2015,2017-07-04,8,Single Vehicle Collision,Minor Damage,0,false
0d9b3a4e-b671-49cf-86ad-bfdbed63cdb8,102064471,2016-11-10,87,13600,6800,54400,74800,Front Collision,1,40.0,husband,10-09-2005,2016-10-14,22,Single Vehicle Collision,Minor Damage,0,false
376de7b5-0c61-4d02-804b-83adf07520a2,102137695,2019-11-24,335,5190,5190,31140,41520,null,4,38.0,not-in-family,30-09-2013,2019-10-31,13,Multi-vehicle Collision,Major Damage,3,true
94c5d213-1060-4626-b9d4-a64a8af02f3f,102121931,2019-05-14,210,12100,6050,42350,60500,Rear Collision,4,29.0,husband,15-03-2011,2019-04-03,3,Multi-vehicle Collision,Minor Damage,0,true
ebbcaf01-9b65-48be-ad0c-601d860b5fe1,102076489,2019-05-14,334,0,3770,30160,33930,Rear Collision,4,49.0,not-in-family,06-05-2003,2019-05-09,3,Multi-vehicle Collision,Major Damage,0,false
548fe648-81cc-4b05-9c6a-20a24ff30a1d,102109943,2018-10-08,94,1060,530,4240,5830,Front Collision,1,36.0,husband,19-03-2002,2018-10-04,8,Single Vehicle Collision,Total Loss,0,true
8254729b-3cbe-47f1-988f-b9a1a8fb2786,102083917,2017-06-16,39,7270,21810,50890,79970,Rear Collision,1,39.0,other-relative,22-09-2002,2017-06-08,3,Single Vehicle Collision,Total Loss,3,false
655853d3-32e6-446e-a1aa-15e30571b695,102071770,2017-01-24,60,1440,720,5040,7200,Side Collision,4,33.0,other-relative,10-03-2016,2017-01-17,13,Multi-vehicle Collision,Minor Damage,1,false
0d3f4729-fc72-46c6-a784-8d76e4a19964,102123246,2019-05-15,458,450,450,3600,4500,null,1,31.0,husband,03-07-2016,2019-05-08,4,Vehicle Theft,Total Loss,0,false
